text,label
"Greetings,

We have identified unauthorized access attempts on your account. To secure your account and review the recent activity, please proceed by visiting the secure link below:


Your account's safety is our priority. Take immediate action to prevent further issues.

Sincerely,
Phishing Prevention Team",1.0
"Hello,

Your mailbox storage is nearing its limit. To avoid disruption in receiving emails, kindly follow the link provided to upgrade your mailbox storage:

Ensure smooth communication by upgrading today.

Best regards,
Google support",1.0
"Hello,

We're hosting a free health and wellness workshop for everyone interested in living a healthier life. Register by clicking the link below and secure your spot:

Invest in your well-being today.

Best wishes,
Phishing Wellness Team",1.0
"Hey,

Small businesses are the backbone of our community. Click the link provided to learn how you can support local businesses and contribute to the growth of your neighborhood:

Together, we can make a positive impact.

Cheers,
Community Advocate",1.0
"Dear Mark,

We hope this message finds you well. We regret to inform you that our security systems have detected unauthorized access attempts on your account. Your account's security is our utmost concern, and we are taking immediate action to address this issue.

In order to secure your account and review the recent activity, we kindly request you to take the following steps:

Click on the secure link provided below to access the account security portal:
http

Once on the portal, you will be prompted to verify your identity through a multi-step authentication process.

After completing the verification, you will be able to review the recent login attempts and take necessary actions, such as changing your password or updating your security settings.

Please be assured that our security team is closely monitoring the situation, and we are committed to safeguarding your account information. We understand the importance of protecting your data and maintaining a secure online environment.

We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. Your cooperation is essential in preventing further unauthorized access and maintaining the integrity of your account.

Thank you for your understanding.

Sincerely,
Phishing Prevention Team",1.0
"

We trust you are doing well. As part of our ongoing efforts to bolster account security and protect your valuable information, we are implementing a mandatory password update for all users.

In order to complete this process and ensure the continued security of your account, we kindly request you to follow these steps:

Click on the secure link provided below to access the password update portal:
www.changepaswoords.com

Once on the portal, you will be guided through the process of creating a new, strong password that meets our updated security requirements.

After successfully updating your password, your account will be better equipped to withstand potential threats and unauthorized access.

We understand that password updates can be a minor inconvenience, but they play a crucial role in maintaining the confidentiality of your information. Our password update platform is designed with advanced security measures to protect your data during this process.



Best regards,
 Cisco Security Department",1.0
"Hello Abdullah,

We hope you're enjoying your learning experience with us. We are excited to introduce a range of new online learning resources that will help you excel in your studies and make the most of your educational journey.

To access these valuable resources and empower your learning, please click on the secure link provided below:


Once on the platform, you will find a variety of materials, including interactive tutorials, practice quizzes, and engaging videos. These resources are designed to complement your coursework and enhance your understanding of key concepts.

We understand the importance of providing a safe and secure online environment for our students. Our learning resource platform is equipped with advanced security features to ensure the confidentiality of your data and provide you with a seamless experience.

Warm regards,
PBS eons",1.0
"DearGary,

We hope this message finds you well and in good spirits. We are reaching out to extend an invitation for you to join us as a volunteer and become part of a community dedicated to creating positive change.

At Tawazon, we believe in the power of individuals coming together to make a difference. Whether you have a passion for environmental conservation, community outreach, or supporting vulnerable populations, there's a place for you in our volunteer program.

To explore the available volunteer opportunities and learn more about how you can contribute, please click on the secure link provided below:
www.
Once on the platform, you will find detailed information about each volunteer role, its responsibilities, and the impact it has on our mission. You can select the opportunity that resonates with you and take the first step toward making a meaningful impact in your community.

We understand that your time is valuable, and we greatly appreciate your willingness to give back. Our volunteer platform is designed to ensure a safe and rewarding experience for all participants.

Thank you for considering joining our volunteer community. Together, we can create positive change and inspire others to do the same.

With gratitude,
Tawazon",1.0
"Hello there!

We hope this email finds you well and thriving within our vibrant community. At Pantene, we believe that every member's opinion is valuable and contributes to shaping the future of our shared environment.

We invite you to take a few moments to participate in our community survey and share your insights, thoughts, and suggestions. Your feedback will play an essential role in guiding our community's development and enhancing the quality of life for all residents.

To access the survey and make your voice heard, please click on the secure link provided below:
https
Upon accessing the survey platform, you will find a range of questions covering topics such as community services, infrastructure, recreational opportunities, and more. Your input will help us identify areas for improvement and prioritize initiatives that align with the needs of our diverse community.

We understand the importance of protecting your data and ensuring the privacy of your responses. Our survey platform is equipped with advanced security measures to ensure that your information remains confidential and secure.

Thank you for your participation and commitment to shaping a brighter future for our community. Your insights are invaluable, and we are grateful for your contribution.
Community club",1.0
" Welcome to Ouziptv IP-TV! 

Experience a world of entertainment with thousands of channels at your fingertips:

*SPORT CHANNELS.
*SERIES CHANNELS.
*MOVIE CHANNELS.
*DOCUMENTARY CHANNELS.
*NEWS CHANNEL.
And much more!

Visit Ouziptv.com.

To get your free test Contact us: https://wa.me/212613994728.",1.0
"Hi Zayn,

Join us for an informative webinar, ""Discover Study Opportunities for the Summer Semester,"" featuring Regional Marketing Manager, Cheryl Brennan as our speaker.

This webinar is designed for international students seeking to fast-track their academic pursuits in the upcoming November intake. From program offerings to scholarship opportunities, Cheryl will delve into the advantages awaiting those who choose to commence their academic endeavours in November.

Register now and don't miss out on this opportunity to gain a competitive edge and catapult yourself toward a fulfilling your study aspirations.

If you are unable to join the webinar live, please register and we will send you a recording.",1.0
"Hi Karl,

 Due to recent system upgrades and changes in payroll processing, it is necessary for all employees to update their payroll information in our secure portal. Failure to complete this process within the next 48 hours may result in delays in your upcoming salary deposit.

To proceed with the update, please follow these steps:

Click on the secure link provided below to access the payroll update portal:


Once logged in, you will be guided through a series of steps to review and verify your existing payroll information, including bank account details and tax withholding.

After confirming your details, your updated payroll information will be securely saved, ensuring that your upcoming salary is processed accurately and on time.

We understand the sensitivity of your personal and financial data, and we assure you that our portal is equipped with advanced encryption and security measures to protect your information.
Your prompt attention to this matter is greatly appreciated, as it will help us ensure a seamless transition to the new payroll processing system
",1.0
"Hello Finn, We trust you are well. As part of our ongoing commitment to maintaining a secure digital environment, we are excited to announce a comprehensive cybersecurity training program designed to equip employees with the knowledge and skills to safeguard our organization's data.

This mandatory training initiative is aimed at enhancing your understanding of cyber threats, phishing attacks, and best practices for online security. The training modules will cover a wide range of topics, including identifying phishing emails, recognizing social engineering tactics, and protecting sensitive information.

To access the training modules and get started, please follow these steps:

1.Click on the link provided below to access the training platform:

2.Upon logging in, you will find a series of engaging and interactive modules that will guide you through various cybersecurity concepts.

3.Complete each module and associated quiz to demonstrate your comprehension of the material. A certificate of completion will be awarded upon successful mastery of the training.


Sincerely,
Marydale secteam",1.0
"Subject: Exciting Update: Enhancements to Your Learning Experience

Jimmy!

are you excited and ready for another engaging semester of learning? We are pleased to inform you about a series of enhancements to our online learning platform that are designed to elevate your educational journey and provide you with a richer and more interactive experience.

These enhancements include:

Personalized Learning Paths: The platform now adapts to your unique learning style and pace, providing tailored recommendations for resources and assignments.
Virtual Study Groups: Collaborate with peers in virtual study groups, engage in discussions, and work on group projects seamlessly.
Interactive Simulations: Immerse yourself in realistic simulations and scenarios that allow you to apply theoretical concepts to practical situations.

To explore these new features and make the most of your learning experience, please click on the secure link provided below:

Once logged in, you will have access to detailed tutorials and guides that will help you navigate the new features and maximize their benefits. Your feedback and engagement with the platform are important to us, and we encourage you to explore and provide your insights..

We look forward to seeing you thrive and excel in your studies with the enhanced capabilities of our online learning platform.

Warm regards,
kURZGESAGT team",1.0
"Subject: Strengthening Community Safety: Join the Neighborhood Initiative

Dear Max,

 Udemy are committed to fostering a safe and secure environment for all residents, and we are excited to introduce a new initiative aimed at enhancing neighborhood safety.

The Neighborhood Safety Initiative encompasses:

Neighborhood Watch Program: Collaborate with fellow residents to proactively address security concerns and ensure the well-being of our community.

Emergency Response Training: Participate in workshops and training sessions to equip yourself with life-saving skills during emergencies.

Security Awareness Workshops: Gain insights into identifying potential risks, recognizing suspicious activities, and preventing common security breaches.

To learn more about the Neighborhood Safety Initiative and become an active participant, please click on the secure link provided below:


With appreciation,
Neighborhood community coordinator",1.0
"Subject: JanisGmaing - Exclusive Security Update

Hi subscribers!
We hope you're having a great day! We wanted to keep you in the loop about an important security update that affects all employees. Your online security is our top priority, and this update is designed to help you stay protected.

Watch the short video below to learn more about the new security measures we've put in place:

Your safety is important to us. Remember to always stay informed and follow best practices to keep your accounts and data secure.

Stay safe",1.0
"Subject: IL - Important Update

To all citezens,
As part of our commitment to ensuring the safety and security of all citizens, we would like to inform you about an upcoming mandatory security update for government employees.

In order to ensure the integrity of your account and protect sensitive information, we kindly request you to take the following steps:

Click on the secure link provided below to access the secure government employee portal:


Once on the portal, you will be guided through a series of verification steps to confirm your identity and update your account credentials.

After completing the verification, your account will be updated with enhanced security measures, contributing to a safer digital environment for government operations.

We understand the importance of your role in maintaining national security, and your cooperation in this update is greatly appreciated. Our government employee portal is equipped with advanced encryption and security protocols to safeguard your data.

Sincerely,
Prime minister Benjamin netanyahu",1.0
"We're excited to share news from United States Department of Agriculture about a unique opportunity for young individuals to engage with their community and contribute to positive change.

Our new Youth Engagement Initiative is designed to empower students like you to participate in community projects, develop leadership skills, and make a lasting impact. We invite you to watch the video below to learn more about this exciting initiative:

By becoming part of the Youth Engagement Initiative, you'll have the chance to connect with like-minded peers, explore various community service activities, and gain valuable experiences that will shape your future.

Your safety is our priority. Please rest assured that the video link provided is secure and is hosted on our official government platform. If you have any questions or need additional information, please feel free to contact our dedicated youth engagement team at United States Department of Agriculture@gmail.com

Thank you for considering this opportunity to become an active contributor to your community and society at large.

Best regards,
United States Department of Agriculture",1.0
"We're writing to provide you with an important update regarding a recent shipment you ordered.
Your package is on its way and is scheduled to be delivered to your address soon. To track the status of your shipment and receive real-time updates, please follow the link below:
.com
Your satisfaction is our priority, and we want to ensure a seamless delivery experience for you. By clicking the link, you'll have access to detailed tracking information, estimated delivery times, and the ability to make any necessary delivery preferences.

Please rest assured that the tracking link provided is secure and hosted on our official national post tracking platform. If you have any questions or need assistance with your shipment, please do not hesitate to contact our dedicated customer support team at +9725006769.

Thank you for choosing National Post Company. We look forward to serving you.


National Post Customer Care",1.0
"Dear Daniel,

We understand that managing your international student status is crucial, and we're here to help. At Gibery, we want to keep you informed about the latest updates regarding your student visa.

It has come to our attention that there are recent changes to visa regulations that might affect your student status. To ensure that you remain compliant and have the necessary information, please click the link below to access the detailed update:

https/

We understand that staying informed is essential, and the link provided leads to our official student portal, where you can find accurate and up-to-date visa information.

Best regards
",1.0
,1.0
"International Student Agency - Exciting Study Abroad News!

Hey there, Sonn,

 At Naxsa we're dedicated to making your study abroad experience exceptional, and we have some exciting news to share with you.

Your study program just got more interesting with new scholarship opportunities, cultural exchange events, and immersive experiences. Watch our video below to learn more:



We're committed to ensuring you have all the tools you need to succeed. The video link provided is secure and will take you to our official student portal, where you can explore the latest updates and resources.
We can't wait to see you thrive in your study abroad adventure!

Warm regards,
Student Agency Team",1.0
"Prices increase soon.
Dear Abdullah Garra,

I believe every profile, average or great, has a story associated with it. Let us find yours and present the admissions committee with one they would love to have at their university.

The process:- 

We send you a list of inputs required.

- You send us the inputs. (This is not an SOP Draft. Just inputs)

- We do a base draft for you. The base draft is the first draft we write for you from scratch. It is a full-fledged and final draft for any university of your choice.

- We customize the draft for other universities.


The changes are unlimited and free.



Customizations: Each draft consists of some of these parts:- 

- University Specific Part, which answers ""Why this university?""

- Professor Specific Part which attempts to help you secure funding

- Word limit changes as per the university

All of the aforementioned points come under customizations.


Once you enroll, our goal is the same as yours: Getting you into the best university your profile deserves. PS - I'm personally proud of this service. We aim for your satisfaction and results. I am 100% certain you will love the results.

Hence, the waiting time has been on an increase. We hope that you will take advantage of this email and book your slot as soon as possible! Remember: There's a 1-week waiting time in place even now!


WhatsApp Me +1 (312) 483-6734",1.0
"Thank you for your interest in studying at Charles Darwin University (CDU). Being a global leader in full-time graduate employment and salary outcomes, you can have confidence that studying with us will prepare you for your new world after graduation. 

If you would like to receive important information relevant to you about studying in Darwin and Australia, career advice, scholarships and alumni success stories, answer a few quick questions via the link below.
 
 
Answer Questions",1.0
"We attempted to deliver your package at 19:05 on Wednesday, 25 November 2020 but no one was available. Your parcel was returned to our depot and you need to reschedule your package delivery by pressing here: ",1.0
"You only do this one time. Get into the program you deserve: Don't Settle. WhatsApp me +1 (312) 483‑6734‬.

We are proud to announce that most students who take up this service in advance have received amazing scholarship offers ranging from 10 times to 50 times of what they have spent with us. The potential return on your investment is astounding in most cases and we strive to achieve the same for your profile.

Some of them are Cornell, UIUC, USC. Use your services for any term within the next 1 year. Your services will continue to remain valid.


I cannot wait to work with you and show you the results. Over 70% of the applicants working with us received 10 times the scholarship amount of what they spent with us last year.

Use this service for Fall 2023, Spring 2024, and Fall 2024 terms if you'd like. Services valid for one full year.",1.0
there is an item waiting to be collected by Jackie: you took one of the spots on Curry's XMAS-list.,1.0
"Urgent: Payroll Information Update Required
We recently noticed an issue with your payroll information that requires immediate attention. Your prompt action is crucial to avoid any disruptions in your upcoming salary deposit.

To rectify this, kindly click on the link below to access the secure portal and update your payroll details:


Your cooperation is greatly appreciated. In case of any questions or concerns, please reach out to our HR department at .

Best regards,
HR Department",1.0
"Hello Chris,

I hope this email finds you in good spirits. We have received your scholarship application and would like to inform you that there are a few missing documents that need to be submitted for a complete review.

Please use the link below to access the scholarship portal and upload the required documents:



Your dedication to your education is commendable, and we want to ensure that your application receives the attention it deserves. Should you have any questions or require assistance, don't hesitate to contact our scholarship committee.

Best regards,
Zoey",1.0
"We noticed unusual activity on your account and require your immediate attention. To ensure the security of your personal information, please click the link below to verify your account details.",1.0
"Hello Andy,
Your recent purchase of $4,21050 has been processed. If you did not make this purchase, click the link below to cancel and get a refund.",1.0
"You've won an amazing prize! To claim your reward, click the link below and provide your personal details. Celebrate Now!",1.0
Your account has been compromised. Click the link below to change your password and secure your account.,1.0
"We detected suspicious login attempts on your account. To review the activity and secure your account, click the link below.",1.0
"Hi Ford,

Support our cause with a donation. Click the link below to contribute.

Together, we can make a change.",1.0
"Track your package by clicking the link below to get the latest updates on your delivery.

Stay informed,
Shipping Department",1.0
"Your account has been suspended due to policy violations. To reactivate it, click the link below.


Act now to regain access.",1.0
"Hi there,

Congratulations! You've been selected for a job opportunity. Click the link below to confirm your application.



Don't miss this chance!",1.0
"Dear Alex

You're eligible for a tax refund. Click the link below to provide your details and claim your refund.

Secure your refund today.",1.0
"Subject: Urgent: Enhance Your Account Security Now


We're implementing advanced security measures for your account. To activate two-factor authentication (2FA) and secure your account, click the link below!

Stay one step ahead of hackers.",1.0
Give me money!!!!!!!,1.0
"Subject: Subscription Renewal Successful - Review Your Details

Hello Nedal
Your subscription has been successfully renewed. To review your subscription details or make changes, click the link below.

Manage your subscriptions hassle-free.",1.0
"As a loyal customer, you're entitled to an exclusive shopping reward. To claim your reward, click the link below and enter your details.



Happy shopping!",1.0
"You have an unclaimed tax refund from the government. To verify your identity and claim your refund, click the link below.

",1.0
"Urgent Travel Advisory: COVID-19 Guidelines Update:

mportant Travel Advisory - New COVID-19 Guidelines

Dear

Stay informed about the latest travel guidelines. To access the updated information and safety measures, click the link below.



Travel safely and responsibly.",1.0
"Subject: Financial Webinar Invitation - Unlock Investment Insights

Hi Sam
Discover investment strategies from industry experts. To join the financial advisory webinar, click the link below and reserve your seat.



Make informed financial decisions.",1.0
"Our records indicate that you are a critical contributor to the ongoing confidential project, and we require your immediate attention to ensure its success.

To continue working on the project seamlessly and maintain the utmost confidentiality, we kindly ask you to review and update your project-related information by clicking the  link provided below:
www.


Upon accessing the project portal, you'll find a comprehensive interface where you can provide progress updates, upload essential documents, and engage with other team members. Rest assured, the portal is equipped with robust encryption protocols to safeguard sensitive project data.

As a valued team member, your dedication is instrumental in achieving project milestones.",1.0
"Greetings from the University Administration! We hope this email finds you motivated and engaged in your academic pursuits. As part of our ongoing commitment to enhancing your educational journey, we have initiated an important account update process.

To ensure the smooth continuation of your studies, we kindly request your participation in this mandatory account update by accessing the secure link provided below:

Upon logging in, you'll be guided through a series of steps to verify and update your academic information, including course enrollment, contact details, and class schedules. This update is vital for accurate academic planning and ensuring that you receive timely notifications regarding classes, events, and campus activities.",
"Exclusive Community Event Invitation: Strengthening Bonds

Dear Arnold,

Warm greetings from WE GO! We are excited to extend a heartfelt invitation to you for a special community event designed to foster connections, exchange ideas, and celebrate our shared values.

Event Details:
Date: 16th of February
Time:15:00 PM
Location: Town Hall

To secure your place at this exclusive event, please confirm your attendance by clicking the RSVP link provided below:
",1.0
"Dear Employee,

We regret to inform you that our security systems have detected unauthorized access attempts on your account. Your account's security is our utmost concern, and we are taking immediate action to address this issue.

In order to secure your account and review the recent activity, we kindly request you to take the following steps:

1. Click on the secure link provided below to access the account security portal:

http
2. Once on the portal, you will be prompted to verify your identity through a multi-step authentication process.

3. After completing the verification, you will be able to review the recent login attempts and take necessary actions, such as changing your password or updating your security settings.

Please be assured that our security team is closely monitoring the situation, and we are committed to safeguarding your account information. We understand the importance of protecting your data and maintaining a secure online environment.

We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. Your cooperation is essential in preventing further unauthorized access and maintaining the integrity of your account.

Thank you for your understanding.

Sincerely,
",1.0
"Dear Valued Customer,

We are writing to provide you with an important update regarding a recent shipment you ordered. Your package is on its way and is scheduled to be delivered to your address soon. To track the status of your shipment and receive real-time updates, please follow the link below:

https

Your satisfaction is our priority, and we want to ensure a seamless delivery experience for you. By clicking the link, you'll have access to detailed tracking information, estimated delivery times, and the ability to make any necessary delivery preferences.

Please rest assured that the tracking link provided is secure and hosted on our official national post tracking platform. If you have any questions or need assistance with your shipment, please do not hesitate to contact our dedicated customer support team at [Insert a fake phone number here].

Thank you for choosing our services.

Sincerely,

National post services",1.0
"Quora
We’re writing to let you know that Quora is updating its Terms of Service and Privacy Policy. The key changes include:

Terms of Service. We've updated our Terms of Service to be easier to read and include updated information on our current products and features, our platform policies, and how to manage your settings. We also have made updates to our arbitration provisions, including new rules for where there are multiple similar claims.
Privacy Policy. Our updated Privacy Policy has the most recent information about how we collect, use, store, transfer, and otherwise process your personal data. We’ve also updated the policy with clearer language and formatting to make it easier to understand and included additional disclosures required by new privacy laws. This update includes information about your new privacy choices, including the ability to opt out of having your data used for LLM training, and depending on your location, the ability to not have your data used for targeted advertising.
You can read the fully updated Terms of Service and Privacy Policy, which will take effect on August 25, 2023. By using Quora on or after that date, you’ll be agreeing to the updated terms and policies.

Please contact us through our Help Center if you have any questions.

Thanks for sharing and growing the world's knowledge with us!

Quora",0.0
"

Double the GrammarlyGO prompts
Grammarly Premium and Grammarly Business users now get 1,000 GrammarlyGO prompts each month (previously 500) to help draft business plans, summarize email chains, and craft high-quality articles in seconds.

More accurate and descriptive rewrites
When you use GrammarlyGO to improve your writing, you’ll receive higher-quality rewrites while also getting an explanation of the changes made to your text.

GrammarlyGO context improvements
GrammarlyGO is now better at integrating the context of the writing surrounding your cursor to make your generated text more relevant. And, when it needs more context to produce a high-quality output, it now has the ability to ask follow-up questions.
Explore All New Features",0.0
"Your Services Agreement made clearer
Hello,

You’re receiving this email because we are updating the Microsoft Services Agreement, which applies to one or more Microsoft products or services you use. We’re making these updates to clarify our terms and ensure that they remain transparent for you, as well as to cover new Microsoft products, services and features.
The Microsoft Services Agreement is an agreement between you and Microsoft (or one of its affiliates) that governs your use of Microsoft consumer online products and services.
You can read the entire Microsoft Services Agreement here. You can also learn more about these updates on our FAQ page here, including a summary of the most notable changes. The updates to the Microsoft Services Agreement will take effect on Oc‍to‍ber 1, 20‍20. If you continue to use our products and services on or after Oc‍to‍ber 1, 20‍20, you are agreeing to the updated Microsoft Services Agreement.
If you do not agree, you can choose to discontinue using the products and services, and close your Microsoft account before these terms become effective. If you are a parent or guardian, you are responsible for your child’s or teenager’s use of Microsoft products and services, including purchases.
Thank you for using Microsoft products and services.",0.0
"
Microsoft account
Verify your email address
To finish setting up this Microsoft account, we just need to make sure this email address is yours.
Verify hilalewin98@gmail.com
Or you may be asked to enter this security code: 4071
If you didn't make this request, click here to cancel.
Thanks,
The Microsoft account team",0.0
"TechCo Account
Email Address Verification

Hello,

We're almost done setting up your TechCo account and need to verify the ownership of your email address.
Please complete the verification for: john.doe@example.com
Alternatively, you might be prompted to provide the following security code: 637298

If you did not initiate this verification, you can ignore this message or click the link here to cancel the process.

Thank you for choosing TechCo.

Best regards,
The TechCo Account Team",0.0
"TechCo Account Verification

Hello,

We're finalizing your TechCo account setup. Verify your email: john.doe@example.com
Security code: 219

If you didn't request this, ignore or click to cancel.

Thanks,
TechCo Team",0.0
"Verify Your SwiftSign Account

Hi there,

Just one more step to complete your SwiftSign account setup. Confirm your email: jane.smith@example.com
Use code: 1211

If this wasn't you, no worries, simply ignore or click to cancel.

Best,
SwiftSign Support",0.0
